JOB 38 -  - PAGAMENTO DA PRODUÇÃO. ATENTE-SE,,,22/01/2026,"31.000,00",,,,,,,,,,,,,#N/A,22,5
,,,25/01/2026,"25.068,04",,,,,,,,,,,,,#N/A,30,7
 ,,,13/02/2026,"37.000,00",,,,,,,,,,,,,#N/A,30,7
,,,25/02/2026,"39.399,36",,,,,,,,,,,,,#N/A,30,7
,,,11/03/2026,"586323,55",,,,,,,,,,,,,#N/A,30,7
,,,26/03/2026,4900,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
